Entity,Code,Year,Market capitalization of listed domestic companies (% of GDP)
Papua New Guinea,PNG,2014,14.262915
Papua New Guinea,PNG,2015,7.912468
Papua New Guinea,PNG,2016,7.915361
Papua New Guinea,PNG,2017,7.3939333
Paraguay,PRY,1996,3.9591794
Paraguay,PRY,1997,4.251986
Paraguay,PRY,1998,3.9600532
Paraguay,PRY,1999,3.5396347
Peru,PER,1997,26.64939
Peru,PER,1998,17.780611
Peru,PER,1999,24.093674
Peru,PER,2000,18.842318
Peru,PER,2001,18.816645
Peru,PER,2002,20.887096
Peru,PER,2003,24.05037
Peru,PER,2004,27.069164
Peru,PER,2005,31.73748
Peru,PER,2006,45.14905
Peru,PER,2007,67.91211
Peru,PER,2008,31.419802
Peru,PER,2009,59.312008
Peru,PER,2010,70.05296
Peru,PER,2011,47.669632
Peru,PER,2012,53.265865
Peru,PER,2013,40.25217
Peru,PER,2014,39.265568
Peru,PER,2015,29.797056
Peru,PER,2016,42.256268
Peru,PER,2017,47.02095
Peru,PER,2018,41.952656
Peru,PER,2019,43.339912
Peru,PER,2020,43.24128
Peru,PER,2021,34.47067
Peru,PER,2022,28.932325
Philippines,PHL,1996,85.20894
Philippines,PHL,1997,33.32465
Philippines,PHL,1998,47.3834
Philippines,PHL,1999,49.250065
Philippines,PHL,2000,31.051424
Philippines,PHL,2001,26.919714
Philippines,PHL,2002,21.952333
Philippines,PHL,2003,26.626795
Philippines,PHL,2004,30.10664
Philippines,PHL,2005,37.049644
Philippines,PHL,2006,53.153297
Philippines,PHL,2007,65.93952
Philippines,PHL,2008,28.647327
Philippines,PHL,2009,49.069214
Philippines,PHL,2010,75.50095
Philippines,PHL,2011,70.47593
Philippines,PHL,2012,87.55199
Philippines,PHL,2013,76.54741
Philippines,PHL,2014,88.01854
Philippines,PHL,2015,77.932175
Philippines,PHL,2016,75.24097
Philippines,PHL,2017,88.40744
Philippines,PHL,2018,74.44994
Philippines,PHL,2019,73.0758
Philippines,PHL,2020,75.40827
Philippines,PHL,2021,72.42639
Philippines,PHL,2022,59.00312
Poland,POL,1995,3.1953633
Poland,POL,1996,5.207097
Poland,POL,1997,7.589248
Poland,POL,1998,11.673155
Poland,POL,1999,17.326326
Poland,POL,2000,18.085419
Poland,POL,2001,13.562828
Poland,POL,2002,14.211926
Poland,POL,2003,16.93817
Poland,POL,2004,27.522245
Poland,POL,2005,30.628187
Poland,POL,2006,43.032654
Poland,POL,2007,49.246624
Poland,POL,2008,16.955462
Poland,POL,2009,34.240067
Poland,POL,2010,39.887325
Poland,POL,2011,26.190132
Poland,POL,2012,35.61354
Poland,POL,2013,39.473274
Poland,POL,2014,31.153843
Poland,POL,2015,28.698761
Poland,POL,2016,29.305498
Poland,POL,2017,38.116844
Poland,POL,2018,26.989256
Poland,POL,2019,25.157282
Poland,POL,2020,29.295918
Poland,POL,2021,28.641548
Poland,POL,2022,21.227093
Portugal,PRT,1997,33.288868
Portugal,PRT,1998,50.79134
Portugal,PRT,1999,53.461624
Portugal,PRT,2000,51.161915
Portugal,PRT,2001,38.105465
Portugal,PRT,2002,31.785429
Portugal,PRT,2003,35.27573
Portugal,PRT,2004,37.089233
Portugal,PRT,2005,33.952892
Portugal,PRT,2006,49.90855
Portugal,PRT,2007,54.98572
Portugal,PRT,2008,26.147203
Portugal,PRT,2009,40.15535
Portugal,PRT,2010,34.38826
Portugal,PRT,2011,25.135763
Portugal,PRT,2012,30.25771
Portugal,PRT,2013,34.92977
Portugal,PRT,2014,25.11063
Portugal,PRT,2015,30.06312
Portugal,PRT,2016,27.75265
Portugal,PRT,2017,34.22467
Portugal,PRT,2018,25.582579
Qatar,QAT,2007,119.813995
Qatar,QAT,2008,66.39241
Qatar,QAT,2013,76.77655
Qatar,QAT,2014,90.125175
Qatar,QAT,2015,88.1393
Qatar,QAT,2016,102.037605
Qatar,QAT,2017,81.07435
Qatar,QAT,2018,88.934166
Qatar,QAT,2019,90.74648
Qatar,QAT,2020,114.52962
Qatar,QAT,2021,103.04319
Qatar,QAT,2022,70.75516
Romania,ROU,1998,0.85521203
Romania,ROU,1999,0.8724964
Romania,ROU,2000,0.9765194
Romania,ROU,2001,2.7307756
Romania,ROU,2002,5.403176
Romania,ROU,2003,5.886893
Romania,ROU,2004,14.623803
Romania,ROU,2005,16.10679
Romania,ROU,2006,20.680378
Romania,ROU,2007,17.550978
Romania,ROU,2008,7.068742
Romania,ROU,2009,7.5084314
Romania,ROU,2010,8.350351
Romania,ROU,2011,7.280464
Romania,ROU,2013,12.947556
Romania,ROU,2014,11.208982
Romania,ROU,2015,10.421956
Romania,ROU,2016,9.753692
Romania,ROU,2017,11.240293
Romania,ROU,2018,8.565287
Romania,ROU,2019,10.374524
Romania,ROU,2020,10.12292
Romania,ROU,2021,11.26704
Romania,ROU,2022,9.78016
Russia,RUS,2009,62.302254
Russia,RUS,2010,62.383446
Russia,RUS,2011,38.298355
Russia,RUS,2012,37.37458
Russia,RUS,2013,33.616867
Russia,RUS,2014,18.741205
Russia,RUS,2015,28.840696
Russia,RUS,2016,48.720097
Russia,RUS,2017,39.602665
Russia,RUS,2018,34.76174
Russia,RUS,2019,46.749302
Russia,RUS,2020,46.530735
Russia,RUS,2021,45.668526
Russia,RUS,2022,23.393534
Rwanda,RWA,2018,35.551815
Rwanda,RWA,2019,31.057365
Rwanda,RWA,2020,34.337692
Rwanda,RWA,2021,32.274456
Rwanda,RWA,2022,25.868341
Saudi Arabia,SAU,2009,74.27995
Saudi Arabia,SAU,2010,66.90738
Saudi Arabia,SAU,2011,50.082165
Saudi Arabia,SAU,2012,50.33023
Saudi Arabia,SAU,2013,61.99599
Saudi Arabia,SAU,2014,63.020065
Saudi Arabia,SAU,2015,62.8932
Saudi Arabia,SAU,2016,67.39205
Saudi Arabia,SAU,2017,63.13038
Saudi Arabia,SAU,2018,58.630135
Saudi Arabia,SAU,2019,287.01654
Saudi Arabia,SAU,2020,330.81815
Saudi Arabia,SAU,2021,305.58972
Saudi Arabia,SAU,2022,238.01723
Serbia,SRB,2003,6.0466976
Serbia,SRB,2004,12.14313
Serbia,SRB,2005,24.693113
Serbia,SRB,2006,47.639896
Serbia,SRB,2007,65.948006
Serbia,SRB,2008,28.28244
Serbia,SRB,2009,30.43891
Serbia,SRB,2010,9.551406
Serbia,SRB,2011,7.9131575
Seychelles,SYC,2018,15.902471
Seychelles,SYC,2019,60.820145
Seychelles,SYC,2020,88.56884
Seychelles,SYC,2021,81.39465
Seychelles,SYC,2022,59.079136
Singapore,SGP,1979,146.38963
Singapore,SGP,1980,205.25708
Singapore,SGP,1981,245.55264
Singapore,SGP,1982,72.94439
Singapore,SGP,1983,87.298935
Singapore,SGP,1984,62.00965
Singapore,SGP,1985,57.78321
Singapore,SGP,1986,89.41856
Singapore,SGP,1987,85.456406
Singapore,SGP,1988,94.64086
Singapore,SGP,1989,117.91918
Singapore,SGP,1990,94.81015
Singapore,SGP,1991,104.67872
Singapore,SGP,1992,93.86603
Singapore,SGP,1993,218.91008
Singapore,SGP,1994,181.96611
Singapore,SGP,1995,168.54567
Singapore,SGP,1996,155.81966
Singapore,SGP,1997,104.30886
Singapore,SGP,1998,110.79978
Singapore,SGP,1999,223.65308
Singapore,SGP,2000,159.06735
Singapore,SGP,2001,128.83809
Singapore,SGP,2002,109.66856
Singapore,SGP,2003,152.08205
Singapore,SGP,2004,189.07117
Singapore,SGP,2005,201.34895
Singapore,SGP,2006,258.55707
Singapore,SGP,2007,297.9836
Singapore,SGP,2008,136.85469
Singapore,SGP,2009,247.87329
Singapore,SGP,2010,269.89362
Singapore,SGP,2011,214.16101
Singapore,SGP,2012,259.2668
Singapore,SGP,2013,242.0255
Singapore,SGP,2014,239.09752
Singapore,SGP,2015,207.77887
Singapore,SGP,2016,200.72704
Singapore,SGP,2017,229.34856
Singapore,SGP,2018,182.34824
Singapore,SGP,2019,185.00087
Singapore,SGP,2020,186.7343
Singapore,SGP,2021,152.8152
Singapore,SGP,2022,124.25142
Slovakia,SVK,1993,15.688817
Slovakia,SVK,1994,14.371304
Slovakia,SVK,1995,4.590905
Slovakia,SVK,1996,4.29023
Slovakia,SVK,1997,4.883204
Slovakia,SVK,1998,2.1699877
Slovakia,SVK,1999,1.5082827
Slovakia,SVK,2000,1.4929631
Slovakia,SVK,2001,1.7688223
Slovakia,SVK,2002,2.6294944
Slovakia,SVK,2003,2.777664
Slovakia,SVK,2004,4.210504
Slovakia,SVK,2005,3.9297175
Slovakia,SVK,2006,8.242106
Slovakia,SVK,2007,7.981291
Slovakia,SVK,2008,5.3367815
Slovakia,SVK,2009,5.699183
Slovakia,SVK,2010,4.5733633
Slovakia,SVK,2011,5.4468827
Slovakia,SVK,2012,5.697899
Slovakia,SVK,2013,5.66461
Slovakia,SVK,2014,5.2864
Slovenia,SVN,1997,9.048734
Slovenia,SVN,1998,13.531798
Slovenia,SVN,1999,12.622918
Slovenia,SVN,2000,15.375865
Slovenia,SVN,2001,16.746393
Slovenia,SVN,2002,24.02756
Slovenia,SVN,2003,24.298332
Slovenia,SVN,2004,28.330757
Slovenia,SVN,2005,21.97311
Slovenia,SVN,2006,38.669403
Slovenia,SVN,2007,60.27498
Slovenia,SVN,2008,21.256588
Slovenia,SVN,2009,24.293724
Slovenia,SVN,2010,19.727423
Slovenia,SVN,2011,12.35539
Slovenia,SVN,2012,14.024828
Slovenia,SVN,2013,14.892142
Slovenia,SVN,2014,15.186188
Slovenia,SVN,2015,14.130333
Slovenia,SVN,2016,11.881573
Slovenia,SVN,2017,13.121329
Slovenia,SVN,2018,13.53445
Slovenia,SVN,2019,14.697294
Slovenia,SVN,2020,15.825771
Slovenia,SVN,2021,17.510477
Slovenia,SVN,2022,13.635213
South Africa,ZAF,1975,56.169838
South Africa,ZAF,1976,47.87458
South Africa,ZAF,1977,53.09284
South Africa,ZAF,1978,59.96195
South Africa,ZAF,1979,70.535065
South Africa,ZAF,1980,62.441345
South Africa,ZAF,1981,80.36835
South Africa,ZAF,1982,90.62203
South Africa,ZAF,1983,86.02144
South Africa,ZAF,1984,62.9059
South Africa,ZAF,1985,86.0029
South Africa,ZAF,1986,139.93886
South Africa,ZAF,1987,143.7689
South Africa,ZAF,1988,121.36279
South Africa,ZAF,1989,134.59558
South Africa,ZAF,1990,108.58448
South Africa,ZAF,1991,136.61217
South Africa,ZAF,1992,111.62908
South Africa,ZAF,1993,147.49
South Africa,ZAF,1994,169.05663
South Africa,ZAF,1995,161.52087
South Africa,ZAF,1996,147.98987
South Africa,ZAF,1997,136.13594
South Africa,ZAF,1998,110.166214
South Africa,ZAF,1999,171.42592
South Africa,ZAF,2000,134.6274
South Africa,ZAF,2001,108.8914
South Africa,ZAF,2002,140.98833
South Africa,ZAF,2003,132.34679
South Africa,ZAF,2004,172.98973
South Africa,ZAF,2005,190.16014
South Africa,ZAF,2006,234.06682
South Africa,ZAF,2007,248.64671
South Africa,ZAF,2008,152.68973
South Africa,ZAF,2009,242.30899
South Africa,ZAF,2010,221.63089
South Africa,ZAF,2011,172.20384
South Africa,ZAF,2012,208.95996
South Africa,ZAF,2013,235.1821
South Africa,ZAF,2014,244.99829
South Africa,ZAF,2015,212.26547
South Africa,ZAF,2016,293.9935
South Africa,ZAF,2017,322.71097
South Africa,ZAF,2018,213.5237
South Africa,ZAF,2019,271.32288
South Africa,ZAF,2020,311.12646
South Africa,ZAF,2021,271.57022
South Africa,ZAF,2022,287.9554
South Asia (WB),,2000,36.94265
South Asia (WB),,2001,23.912073
South Asia (WB),,2002,32.20031
South Asia (WB),,2003,49.74701
South Asia (WB),,2004,53.9188
South Asia (WB),,2005,64.09562
South Asia (WB),,2006,79.1707
South Asia (WB),,2007,135.36537
South Asia (WB),,2008,54.16996
South Asia (WB),,2009,85.41645
South Asia (WB),,2010,90.99679
South Asia (WB),,2011,59.746826
South Asia (WB),,2012,74.14791
South Asia (WB),,2013,64.06945
South Asia (WB),,2014,77.52448
South Asia (WB),,2015,76.82691
South Asia (WB),,2016,69.31164
South Asia (WB),,2017,87.54909
South Asia (WB),,2018,69.95222
South Asia (WB),,2019,67.21666
South Asia (WB),,2020,80.13536
South Asia (WB),,2021,93.946304
South Asia (WB),,2022,86.465004
South Korea,KOR,1979,8.053128
South Korea,KOR,1980,5.8545184
South Korea,KOR,1981,5.791945
South Korea,KOR,1982,5.6250753
South Korea,KOR,1983,4.998601
South Korea,KOR,1984,6.381225
South Korea,KOR,1985,7.2863755
South Korea,KOR,1986,11.917628
South Korea,KOR,1987,22.32744
South Korea,KOR,1988,47.27076
South Korea,KOR,1989,56.8948
South Korea,KOR,1990,38.92532
South Korea,KOR,1991,29.174917
South Korea,KOR,1992,30.282295
South Korea,KOR,1993,35.54776
South Korea,KOR,1994,41.365383
South Korea,KOR,1995,32.114517
South Korea,KOR,1996,22.800585
South Korea,KOR,1997,7.350766
South Korea,KOR,1998,29.894024
South Korea,KOR,1999,61.531437
South Korea,KOR,2000,29.723783
South Korea,KOR,2001,42.71302
South Korea,KOR,2002,39.96939
South Korea,KOR,2003,46.8835
South Korea,KOR,2004,54.001358
South Korea,KOR,2005,76.80071
South Korea,KOR,2006,79.22435
South Korea,KOR,2007,95.73536
South Korea,KOR,2008,44.951794
South Korea,KOR,2009,88.41613
South Korea,KOR,2010,95.47416
South Korea,KOR,2011,79.482025
South Korea,KOR,2012,92.28298
South Korea,KOR,2013,90.07142
South Korea,KOR,2014,81.69544
South Korea,KOR,2015,83.981384
South Korea,KOR,2016,83.65394
South Korea,KOR,2017,109.16124
South Korea,KOR,2018,81.93684
South Korea,KOR,2019,89.91278
South Korea,KOR,2020,132.34644
South Korea,KOR,2021,122.0094
South Korea,KOR,2022,98.2431
Spain,ESP,1975,28.946224
Spain,ESP,1976,20.266413
Spain,ESP,1978,11.1791525
Spain,ESP,1979,8.108785
Spain,ESP,1980,7.1215606
Spain,ESP,1981,8.22937
Spain,ESP,1982,5.702198
Spain,ESP,1983,6.3575068
Spain,ESP,1984,7.694076
Spain,ESP,1985,10.7985735
Spain,ESP,1986,19.481468
Spain,ESP,1987,22.318914
Spain,ESP,1988,24.183556
Spain,ESP,1989,29.59316
Spain,ESP,1990,20.785921
Spain,ESP,1991,25.629457
Spain,ESP,1992,18.434652
Spain,ESP,1993,22.616291
Spain,ESP,1994,29.23216
Spain,ESP,1995,31.028954
Spain,ESP,1996,37.52863
Spain,ESP,1997,49.239162
Spain,ESP,1998,64.997925
Spain,ESP,1999,67.923004
Spain,ESP,2000,84.303116
Spain,ESP,2001,74.57855
Spain,ESP,2002,65.10573
Spain,ESP,2003,79.98599
Spain,ESP,2004,87.927376
Spain,ESP,2005,83.13306
Spain,ESP,2006,104.83962
Spain,ESP,2007,121.87835
Spain,ESP,2008,57.963654
Spain,ESP,2009,95.854095
Spain,ESP,2010,82.047195
Spain,ESP,2011,69.306885
Spain,ESP,2012,74.76276
Spain,ESP,2013,81.96827
Spain,ESP,2014,71.937515
Spain,ESP,2015,65.26408
Spain,ESP,2016,56.68081
Spain,ESP,2017,67.24682
Spain,ESP,2018,50.549686
Spain,ESP,2019,56.807117
Spain,ESP,2020,58.86061
Spain,ESP,2021,53.081425
Spain,ESP,2022,46.007504
Sri Lanka,LKA,1999,10.117507
Sri Lanka,LKA,2000,6.5773816
Sri Lanka,LKA,2001,8.454291
Sri Lanka,LKA,2002,10.161802
Sri Lanka,LKA,2003,14.358138
Sri Lanka,LKA,2004,17.698708
Sri Lanka,LKA,2005,23.43702
Sri Lanka,LKA,2006,27.471373
Sri Lanka,LKA,2007,23.348112
Sri Lanka,LKA,2008,10.527014
Sri Lanka,LKA,2009,22.694359
Sri Lanka,LKA,2010,33.978794
Sri Lanka,LKA,2011,28.687893
Sri Lanka,LKA,2012,24.09465
Sri Lanka,LKA,2013,24.423908
Sri Lanka,LKA,2014,28.675076
Sri Lanka,LKA,2015,24.434904
Sri Lanka,LKA,2016,21.222918
Sri Lanka,LKA,2017,20.089294
Sri Lanka,LKA,2018,16.482573
Sri Lanka,LKA,2019,17.660557
Sri Lanka,LKA,2020,18.957409
Sri Lanka,LKA,2021,30.535048
Sri Lanka,LKA,2022,14.293936
Sub-Saharan Africa (WB),,1993,91.46906
Sub-Saharan Africa (WB),,1994,98.76615
Sub-Saharan Africa (WB),,1995,80.56656
Sub-Saharan Africa (WB),,1996,64.00925
Sub-Saharan Africa (WB),,1997,60.058872
Sub-Saharan Africa (WB),,1998,43.098003
Sub-Saharan Africa (WB),,1999,98.40771
Sub-Saharan Africa (WB),,2004,101.42663
Sub-Saharan Africa (WB),,2006,119.0953
Sweden,SWE,1975,2.6581025
Sweden,SWE,1976,2.9137137
Sweden,SWE,1977,8.057573
Sweden,SWE,1978,9.803961
Sweden,SWE,1979,8.665045
Sweden,SWE,1980,9.098541
Sweden,SWE,1981,13.293982
Sweden,SWE,1982,16.282082
Sweden,SWE,1983,28.84228
Sweden,SWE,1984,23.544634
Sweden,SWE,1985,32.727192
Sweden,SWE,1986,42.157585
Sweden,SWE,1987,38.510864
Sweden,SWE,1988,48.22472
Sweden,SWE,1989,54.78847
Sweden,SWE,1990,35.191376
Sweden,SWE,1991,35.443035
Sweden,SWE,1992,27.501205
Sweden,SWE,1993,47.266174
Sweden,SWE,1994,52.14653
Sweden,SWE,1995,64.6128
Sweden,SWE,1996,82.33611
Sweden,SWE,1997,98.67966
Sweden,SWE,1998,102.88592
Sweden,SWE,1999,136.0736
Sweden,SWE,2000,124.888756
Sweden,SWE,2001,97.532005
Sweden,SWE,2002,66.991486
Sweden,SWE,2003,86.770325
Switzerland,CHE,1975,25.157394
Switzerland,CHE,1976,30.521263
Switzerland,CHE,1977,40.825577
Switzerland,CHE,1978,37.203808
Switzerland,CHE,1979,37.896427
Switzerland,CHE,1980,34.865936
Switzerland,CHE,1981,34.16386
Switzerland,CHE,1982,33.679127
Switzerland,CHE,1983,38.453716
Switzerland,CHE,1984,36.61528
Switzerland,CHE,1985,75.78369
Switzerland,CHE,1986,80.86507
Switzerland,CHE,1987,65.101585
Switzerland,CHE,1988,65.1116
Switzerland,CHE,1989,82.1389
Switzerland,CHE,1990,59.31384
Switzerland,CHE,1991,70.53786
Switzerland,CHE,1992,69.3545
Switzerland,CHE,1993,99.50106
Switzerland,CHE,1994,94.55888
Switzerland,CHE,1995,112.829254
Switzerland,CHE,1996,117.6948
Switzerland,CHE,1997,195.17043
Switzerland,CHE,1998,227.11441
Switzerland,CHE,1999,227.69118
Switzerland,CHE,2000,283.7645
Switzerland,CHE,2001,184.01527
Switzerland,CHE,2002,198.08093
Switzerland,CHE,2003,200.81548
Switzerland,CHE,2004,205.26656
Switzerland,CHE,2005,224.41588
Switzerland,CHE,2006,274.55597
Switzerland,CHE,2007,259.74136
Switzerland,CHE,2008,155.18852
Switzerland,CHE,2009,192.10785
Switzerland,CHE,2010,205.28587
Switzerland,CHE,2011,152.19128
Switzerland,CHE,2012,179.69153
Switzerland,CHE,2013,218.15685
Switzerland,CHE,2014,205.81367
Switzerland,CHE,2015,218.8854
Switzerland,CHE,2016,204.00711
Switzerland,CHE,2017,242.59135
Switzerland,CHE,2018,198.62495
Switzerland,CHE,2019,254.3016
Switzerland,CHE,2020,269.75803
Switzerland,CHE,2021,286.16693
Switzerland,CHE,2022,223.66388
Tanzania,TZA,1999,1.3490672
Tanzania,TZA,2000,1.73111
Tanzania,TZA,2001,2.934977
Tanzania,TZA,2019,6.4007688
Tanzania,TZA,2020,9.810964
Tanzania,TZA,2021,9.677785
Tanzania,TZA,2022,8.838422
Thailand,THA,1989,31.95131
Thailand,THA,1990,23.966341
Thailand,THA,1991,38.753204
Thailand,THA,1992,51.392452
Thailand,THA,1993,99.40227
Thailand,THA,1994,86.64907
Thailand,THA,1995,82.86778
Thailand,THA,1996,52.829887
Thailand,THA,1997,15.23914
Thailand,THA,1998,30.131735
Thailand,THA,1999,45.138474
Thailand,THA,2000,23.116453
Thailand,THA,2001,29.87883
Thailand,THA,2002,33.882393
Thailand,THA,2003,78.1565
Thailand,THA,2004,66.73988
Thailand,THA,2005,65.437355
Thailand,THA,2006,63.204525
Thailand,THA,2007,74.97048
Thailand,THA,2008,35.392677
Thailand,THA,2009,62.814835
Thailand,THA,2010,81.42124
Thailand,THA,2011,72.40433
Thailand,THA,2012,98.03752
Thailand,THA,2013,84.306114
Thailand,THA,2014,105.6679
Thailand,THA,2015,86.91784
Thailand,THA,2016,104.7391
Thailand,THA,2017,120.255775
Thailand,THA,2018,98.81339
Thailand,THA,2019,104.642044
Thailand,THA,2020,108.53266
Thailand,THA,2021,118.30136
Thailand,THA,2022,121.93299
Trinidad and Tobago,TTO,2000,41.92233
Trinidad and Tobago,TTO,2001,44.069874
Tunisia,TUN,1995,22.340899
Tunisia,TUN,1996,19.20656
Tunisia,TUN,1997,10.783271
Tunisia,TUN,1998,9.966017
Tunisia,TUN,2010,23.05261
Tunisia,TUN,2011,20.077518
Tunisia,TUN,2013,17.665485
Tunisia,TUN,2014,17.392986
Tunisia,TUN,2015,19.264652
Tunisia,TUN,2016,19.049112
Tunisia,TUN,2017,21.161867
Tunisia,TUN,2018,19.512
Tunisia,TUN,2019,20.291372
Tunisia,TUN,2020,20.17263
Tunisia,TUN,2021,17.260403
Tunisia,TUN,2022,17.393185
Turkey,TUR,1993,20.29351
Turkey,TUR,1994,16.536537
Turkey,TUR,1995,12.26776
Turkey,TUR,1996,16.70399
Turkey,TUR,1997,32.175873
Turkey,TUR,1998,12.192994
Turkey,TUR,1999,43.96163
Turkey,TUR,2000,25.414614
Turkey,TUR,2001,23.983763
Turkey,TUR,2002,15.002751
Turkey,TUR,2003,21.735525
Turkey,TUR,2004,24.04165
Turkey,TUR,2005,31.600346
Turkey,TUR,2006,28.878477
Turkey,TUR,2007,41.761635
Turkey,TUR,2008,15.261793
Turkey,TUR,2009,35.68154
Turkey,TUR,2010,38.92611
Turkey,TUR,2011,23.495222
Turkey,TUR,2012,35.795288
Turkey,TUR,2013,20.437012
Turkey,TUR,2014,23.405523
Turkey,TUR,2015,21.851078
Turkey,TUR,2016,19.750296
Turkey,TUR,2017,26.486015
Turkey,TUR,2018,19.161606
Turkey,TUR,2019,24.30547
Turkey,TUR,2020,32.96695
Turkey,TUR,2021,16.880243
Turkey,TUR,2022,36.380146
Ukraine,UKR,2010,27.545944
Ukraine,UKR,2011,15.14999
Ukraine,UKR,2013,11.574388
Ukraine,UKR,2014,9.172993
Ukraine,UKR,2015,6.2831254
Ukraine,UKR,2016,4.7702303
Ukraine,UKR,2017,4.637324
Ukraine,UKR,2018,3.3733695
United Arab Emirates,ARE,2007,48.932583
United Arab Emirates,ARE,2008,34.02944
United Arab Emirates,ARE,2009,54.523922
United Arab Emirates,ARE,2010,43.80265
United Arab Emirates,ARE,2011,25.975096
United Arab Emirates,ARE,2012,26.34562
United Arab Emirates,ARE,2013,45.056583
United Arab Emirates,ARE,2014,48.683002
United Arab Emirates,ARE,2015,52.899563
United Arab Emirates,ARE,2016,57.741283
United Arab Emirates,ARE,2017,59.43506
United Arab Emirates,ARE,2018,54.180492
United Arab Emirates,ARE,2019,59.049007
United Arab Emirates,ARE,2020,84.36472
United Arab Emirates,ARE,2021,133.69215
United Arab Emirates,ARE,2022,173.76303
United Kingdom,GBR,1975,35.491844
United Kingdom,GBR,1976,29.962275
United Kingdom,GBR,1977,43.891827
United Kingdom,GBR,1978,38.533615
United Kingdom,GBR,1979,6.855621
United Kingdom,GBR,1980,6.3679714
United Kingdom,GBR,1981,35.054565
United Kingdom,GBR,1982,38.103413
United Kingdom,GBR,1983,46.125134
United Kingdom,GBR,1984,51.226433
United Kingdom,GBR,1985,72.243225
United Kingdom,GBR,1986,78.625694
United Kingdom,GBR,1987,91.216545
United Kingdom,GBR,1988,78.17925
United Kingdom,GBR,1989,87.855644
United Kingdom,GBR,1990,77.741646
United Kingdom,GBR,1991,86.62236
United Kingdom,GBR,1992,80.94561
United Kingdom,GBR,1993,108.37532
United Kingdom,GBR,1994,100.24902
United Kingdom,GBR,1995,98.93592
United Kingdom,GBR,1996,120.53908
United Kingdom,GBR,1997,132.50243
United Kingdom,GBR,1998,138.94043
United Kingdom,GBR,1999,175.06589
United Kingdom,GBR,2000,154.72455
United Kingdom,GBR,2001,130.28642
United Kingdom,GBR,2002,103.94598
United Kingdom,GBR,2003,118.078026
United Kingdom,GBR,2004,116.28738
United Kingdom,GBR,2005,120.250336
United Kingdom,GBR,2006,139.61382
United Kingdom,GBR,2007,124.46042
United Kingdom,GBR,2008,63.77229
United Kingdom,GBR,2009,115.89845
United Kingdom,GBR,2010,108.10298
United Kingdom,GBR,2011,110.077126
United Kingdom,GBR,2012,121.593315
United Kingdom,GBR,2013,141.72684
United Kingdom,GBR,2014,116.51659
United Kingdom,GBR,2021,120.87396
United Kingdom,GBR,2022,99.420074
United States,USA,1975,41.770927
United States,USA,1976,47.13859
United States,USA,1977,40.07242
United States,USA,1978,36.65425
United States,USA,1979,37.81747
United States,USA,1980,47.590187
United States,USA,1981,39.399582
United States,USA,1982,43.569294
United States,USA,1983,49.780285
United States,USA,1984,39.680862
United States,USA,1985,53.027634
United States,USA,1986,55.41805
United States,USA,1987,52.145325
United States,USA,1988,53.08839
United States,USA,1989,59.951885
United States,USA,1990,51.876133
United States,USA,1991,67.54641
United States,USA,1992,69.71804
United States,USA,1993,76.56243
United States,USA,1994,70.50327
United States,USA,1995,90.99809
United States,USA,1996,105.04607
United States,USA,1997,125.561966
United States,USA,1998,142.589
United States,USA,1999,153.4329
United States,USA,2000,147.379
United States,USA,2001,132.14667
United States,USA,2002,101.14668
United States,USA,2003,124.52606
United States,USA,2004,133.6127
United States,USA,2005,130.38275
United States,USA,2006,141.64421
United States,USA,2007,137.63966
United States,USA,2008,78.47249
United States,USA,2009,104.1388
United States,USA,2010,114.84806
United States,USA,2011,100.262665
United States,USA,2012,114.85399
United States,USA,2013,142.38081
United States,USA,2014,149.53648
United States,USA,2015,137.01839
United States,USA,2016,145.45242
United States,USA,2017,163.78001
United States,USA,2018,147.34485
United States,USA,2019,158.24399
United States,USA,2020,194.66919
United States,USA,2021,205.00903
United States,USA,2022,154.95116
Upper-middle-income countries,,2003,36.0324
Upper-middle-income countries,,2004,37.3928
Upper-middle-income countries,,2005,37.4727
Upper-middle-income countries,,2006,51.122734
Upper-middle-income countries,,2007,91.468155
Upper-middle-income countries,,2008,34.69395
Upper-middle-income countries,,2009,65.68968
Upper-middle-income countries,,2010,63.770473
Upper-middle-income countries,,2011,45.641754
Upper-middle-income countries,,2012,48.742733
Upper-middle-income countries,,2013,45.75085
Upper-middle-income countries,,2014,52.34737
Upper-middle-income countries,,2015,60.37487
Upper-middle-income countries,,2016,58.7925
Upper-middle-income countries,,2017,65.21123
Upper-middle-income countries,,2018,47.183453
Upper-middle-income countries,,2019,61.080776
Upper-middle-income countries,,2020,84.14668
Upper-middle-income countries,,2021,78.51323
Upper-middle-income countries,,2022,65.70216
Uruguay,URY,1995,6.7388473
Uruguay,URY,1996,1.3833472
Uzbekistan,UZB,2020,7.8714223
Uzbekistan,UZB,2021,6.715808
Venezuela,VEN,1993,12.993054
Venezuela,VEN,1994,8.435489
Venezuela,VEN,1995,5.5370054
Venezuela,VEN,1996,14.265668
Venezuela,VEN,1997,16.986235
Venezuela,VEN,1998,8.299418
Venezuela,VEN,1999,7.6079755
Venezuela,VEN,2000,6.914421
Venezuela,VEN,2001,5.0571537
Venezuela,VEN,2002,4.284042
Vietnam,VNM,2008,12.474329
Vietnam,VNM,2009,31.417448
Vietnam,VNM,2010,25.037157
Vietnam,VNM,2011,15.041926
Vietnam,VNM,2012,18.766565
Vietnam,VNM,2013,21.116316
Vietnam,VNM,2014,22.45721
Vietnam,VNM,2015,24.548374
